"","age_grp","region","future_decision_role","num_hh_vehicles","household_members_1","household_members_2","household_members_3","household_members_4","modes_used_1","modes_used_2","modes_used_3","modes_used_4","modes_used_5","modes_used_6","modes_used_7","modes_used_8","modes_used_9","modes_used_10","modes_used_11","modes_used_12","autonomous_aware","autonomous_att_1","autonomous_att_2","autonomous_att_3","autonomous_att_4","autonomous_att_5","autonomous_att_7","autonomous_att_8","autonomous_hhveh","autonomous_rideshare","autonomous_pooled","autonomous_pref","housing","income","gender","employment","student","education","license","drive_freq","transit_freq","tnc_freq","job_type","work_mode","work_distance","work_days","school_mode","school_distance","ethnicity","race_1","race_2","race_3","race_4","race_5","race_6","race_7"
"3336","2",5,3,1,0,0,0,4,"0","1","1","0","1","0","0","0","0","0","0","0","2",2,2,3,3,1,2,2,1,1,3,3,4,"2","0",1,4,"3","1",5,4,0,1,"4",6,2,"6",0,"1",0,0,0,0,1,0,0
"3337","2",5,1,2,0,0,0,2,"0","0","0","0","0","1","1","0","0","0","0","0","2",1,4,4,4,1,1,1,1,1,3,2,1,"3","1",1,4,"3","0",1,0,0,2,"1",50,1,"6",0,"1",0,0,0,0,1,0,0
"3338","3",2,1,1,0,0,0,1,"0","0","0","0","0","0","0","0","0","0","0","0","1",3,3,3,3,2,2,2,1,1,3,3,1,"2","0",4,4,"3","0",2,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"3339","3",1,1,3,0,0,0,2,"0","0","0","0","0","0","0","0","0","0","0","0","1",2,3,3,4,3,2,4,1,2,2,3,1,"2","0",4,4,"3","0",1,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"3340","3",5,1,1,0,0,0,2,"0","0","0","0","0","0","0","0","0","0","0","0","1",3,3,4,2,2,2,3,2,1,3,3,1,"2","0",4,4,"3","0",1,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,0,1,0
"3341","2",2,2,3,0,0,0,3,"0","0","0","0","0","0","0","0","0","0","0","0","1",2,4,1,4,1,1,3,1,1,1,2,1,"2","1",1,4,"3","0",1,0,0,2,"1",10,5,"6",0,"0",0,0,0,0,1,0,0
"3342","1",5,1,1,0,0,0,4,"0","1","1","1","1","0","1","0","0","0","0","0","1",3,3,3,3,3,3,4,2,2,2,3,1,"5","1",4,1,"3","0",1,3,1,5,"6",0,0,"4",9,"1",0,1,0,0,0,0,0
"3343","3",2,1,1,0,0,0,1,"0","0","0","0","0","0","0","0","0","0","0","0","1",2,4,1,3,1,1,2,1,1,1,3,1,"2","1",2,4,"4","0",1,0,0,1,"1",15,3,"6",0,"1",0,0,0,0,1,0,0
"3344","2",5,1,2,0,1,1,2,"0","0","0","0","0","0","0","0","0","0","0","0","1",4,4,4,4,4,4,4,1,2,2,2,3,"2","1",4,4,"3","0",2,0,0,5,"6",0,0,"6",0,"1",0,1,0,0,0,0,0
"3345","2",2,1,2,1,0,0,2,"0","0","0","0","0","0","0","0","0","0","0","0","2",4,3,4,3,3,3,4,2,1,1,1,2,"2","1",2,4,"4","0",1,4,0,3,"6",0,0,"6",0,"1",0,0,1,0,0,0,0
"3346","3",3,3,1,0,0,0,2,"0","0","0","0","0","0","0","0","0","0","0","0","2",1,4,1,4,1,1,1,1,1,1,2,1,"2","1",4,4,"2","0",1,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"3347","3",3,1,2,0,0,0,1,"0","0","0","0","0","0","0","1","0","0","0","0","2",3,4,2,2,2,1,1,1,2,4,2,1,"2","1",4,4,"4","0",2,0,1,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"3348","2",2,1,2,0,0,0,2,"0","0","0","0","1","1","1","0","0","0","0","0","2",2,2,4,3,3,3,3,2,2,2,2,1,"4","0",1,4,"4","0",1,0,0,2,"1",48,1,"6",0,"1",0,0,0,0,1,0,0
"3349","1",1,2,2,0,0,0,4,"1","1","0","1","0","0","1","0","0","0","0","0","2",4,2,4,3,3,1,3,2,2,3,2,4,"1","1",4,1,"3","1",5,0,0,5,"6",0,0,"3",1.5,"1",0,0,0,0,1,0,0
"3350","3",1,1,1,0,0,0,1,"0","0","0","0","0","0","0","0","0","0","0","0","2",1,4,1,4,1,1,1,1,1,1,2,1,"3","1",2,4,"3","0",1,0,0,1,"1",8,2,"6",0,"1",0,0,0,0,1,0,0
"3351","3",4,1,1,0,0,0,1,"0","1","1","1","0","1","0","0","0","0","0","0","2",1,4,1,4,1,1,1,1,1,2,1,1,"2","1",4,4,"4","0",2,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"3352","3",2,1,1,0,0,0,1,"0","0","0","0","1","1","0","0","0","0","0","0","1",2,3,2,4,1,1,1,1,1,1,2,2,"2","1",4,4,"2","0",2,0,0,5,"6",0,0,"6",0,"1",0,0,1,0,0,0,0
"3353","2",5,1,1,0,0,0,1,"0","0","0","0","1","0","0","0","0","0","0","0","1",1,4,2,4,1,1,2,1,1,4,3,1,"1","0",4,4,"2","0",2,0,0,5,"6",0,0,"6",0,"0",0,0,0,0,1,0,0
"3354","3",4,3,2,0,0,0,2,"0","0","0","0","0","0","0","0","0","0","0","0","1",1,4,1,4,1,1,2,1,1,4,3,1,"4","0",4,4,"3","0",1,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"3355","3",2,3,2,0,0,0,2,"0","0","0","0","0","0","0","0","0","0","0","0","1",1,4,1,4,1,1,1,1,1,1,3,1,"2","1",4,4,"3","0",1,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"3356","3",2,1,1,0,0,0,1,"0","0","0","0","0","0","0","0","0","0","0","0","1",3,4,2,4,1,1,2,1,1,1,1,1,"3","0",4,4,"4","0",1,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"3357","2",3,1,3,0,0,0,4,"0","0","0","0","0","1","0","0","0","0","0","0","1",1,4,1,1,1,1,1,1,1,1,2,1,"2","1",2,4,"2","0",1,0,0,1,"1",1,4,"6",0,"1",1,0,0,0,0,0,0
"3358","3",2,1,1,0,0,0,1,"0","0","0","0","0","0","0","0","0","0","0","0","2",3,3,3,2,2,2,3,2,2,3,2,1,"1","1",4,4,"3","0",2,0,0,5,"6",0,0,"6",0,"1",1,0,0,0,0,0,0
"3359","2",4,1,1,0,0,0,1,"0","0","0","0","0","0","0","0","0","0","0","0","1",2,4,4,3,1,1,1,1,1,1,3,6,"1","1",4,4,"2","0",2,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"3360","2",6,3,2,0,0,0,2,"0","0","0","0","0","0","0","0","0","0","0","0","1",2,2,3,4,1,1,3,1,1,1,2,1,"3","0",1,4,"3","0",1,0,0,1,"5",35,5,"6",0,"1",0,0,0,0,1,0,0
"3361","2",1,1,1,0,0,0,4,"0","0","0","0","1","1","1","0","0","0","0","0","2",3,2,2,1,3,2,3,1,2,3,3,1,"3","0",4,4,"3","0",3,0,2,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"3362","2",2,1,1,0,0,0,1,"0","0","0","0","0","1","0","0","0","0","0","0","2",2,4,3,3,2,2,3,1,1,1,3,6,"2","0",1,4,"4","0",1,0,0,1,"3",1,6,"6",0,"1",0,0,0,0,1,0,0
"3363","3",4,3,1,0,0,0,2,"0","0","0","0","0","1","1","1","0","0","0","0","2",2,4,2,3,1,1,4,1,2,2,2,1,"4","0",1,4,"4","0",2,0,2,3,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"3364","3",1,3,2,0,0,0,2,"0","0","0","0","0","0","0","0","0","0","0","0","1",2,2,3,3,1,1,2,1,1,2,3,1,"3","0",4,4,"3","0",2,0,0,5,"6",0,0,"6",0,"1",0,1,0,0,0,0,0
"3365","2",2,3,3,0,0,0,2,"0","0","0","0","0","0","0","0","0","0","0","0","2",1,4,1,4,1,1,1,1,1,1,3,1,"3","0",1,4,"3","0",1,0,0,1,"1",27,5,"6",0,"1",0,0,0,0,1,0,0
"3366","2",2,3,2,0,0,0,4,"0","0","0","0","0","0","0","0","0","0","0","0","1",1,4,1,4,1,1,1,1,1,4,3,1,"5","1",5,4,"3","0",1,0,0,3,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"3367","2",2,1,1,0,0,0,1,"0","0","0","0","0","0","0","0","0","0","0","0","1",4,3,2,1,4,4,4,1,2,1,3,4,"2","0",1,4,"3","0",1,0,0,1,"1",43,5,"6",0,"1",0,0,0,0,1,0,0
"3368","2",4,1,2,0,0,0,2,"0","0","0","0","0","1","1","0","0","0","0","0","1",2,3,2,3,2,2,2,1,2,2,2,1,"3","1",1,4,"4","0",1,0,0,1,"1",30,5,"6",0,"1",0,0,0,0,1,0,0
"3369","2",2,3,3,0,0,0,2,"0","0","0","1","0","0","1","0","0","0","0","0","2",3,3,1,3,2,1,2,2,2,1,2,1,"3","1",4,4,"3","0",2,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"3370","3",5,2,2,0,0,0,2,"0","1","1","1","0","0","1","1","0","0","0","0","1",3,2,3,2,3,1,1,2,2,3,3,1,"4","0",4,4,"2","0",1,1,1,5,"6",0,0,"6",0,"1",0,1,0,0,0,0,0
"3371","2",2,1,1,0,0,0,2,"0","1","1","1","1","1","1","0","0","0","0","0","2",1,4,1,4,2,1,1,1,1,1,2,5,"4","0",1,3,"3","0",1,10,2,2,"1",1,5,"6",0,"0",0,0,0,0,1,0,0
"3372","1",5,2,2,0,0,0,3,"0","0","0","0","0","0","0","0","0","0","0","0","2",3,4,1,4,1,1,3,1,1,2,3,1,"5","1",1,4,"3","0",1,0,0,1,"2",16,5,"6",0,"1",0,1,0,0,0,0,0
"3373","1",2,1,1,0,0,0,1,"0","0","0","0","0","0","0","0","0","0","0","0","1",2,2,3,2,2,3,3,2,3,2,2,1,"2","0",1,4,"3","0",1,0,0,2,"1",10,5,"6",0,"1",0,1,0,0,0,0,0
"3374","3",5,2,2,0,0,0,2,"0","0","1","0","1","1","0","0","0","0","0","0","2",3,3,3,2,3,2,2,1,1,3,2,1,"4","0",1,1,"3","0",1,0,0,1,"1",40,5,"1",40,"1",0,0,0,0,1,0,0
"3375","3",5,3,2,0,0,0,2,"0","1","1","1","1","1","1","0","0","0","0","0","2",3,3,3,3,3,3,3,2,2,2,4,1,"3","1",4,4,"3","0",2,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"3377","2",6,1,1,0,0,0,1,"0","0","0","0","0","0","0","0","0","0","0","0","1",3,2,2,2,2,1,3,2,3,3,2,1,"2","0",4,4,"3","0",1,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"3378","2",2,1,2,0,0,0,2,"0","0","0","0","0","0","0","0","0","1","0","1","2",2,4,2,4,2,1,2,2,1,1,2,1,"2","1",1,4,"1","0",1,0,0,2,"1",20,5,"6",0,"1",0,0,0,0,1,0,0
"3379","2",1,2,2,0,0,0,2,"0","0","0","0","0","0","0","0","0","0","0","0","2",3,4,2,3,1,1,3,1,1,2,3,1,"4","0",5,4,"4","0",1,0,0,2,"1",1,5,"6",0,"1",0,0,0,0,1,0,0
"3380","3",4,1,2,0,0,0,2,"0","0","0","0","0","0","0","0","0","0","0","0","2",3,3,3,2,1,1,3,1,2,2,3,1,"3","0",4,4,"4","0",1,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"3381","3",5,3,1,1,0,0,2,"0","1","1","0","0","0","1","1","0","0","0","0","1",2,3,2,3,2,1,1,1,1,3,3,4,"4","1",4,4,"4","0",3,11,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"3383","1",5,3,4,0,0,0,1,"0","0","0","0","0","0","0","0","0","0","0","0","3",2,2,2,2,2,2,2,2,3,3,2,3,"1","1",2,2,"2","0",1,5,5,1,"1",0,0,"1",1,"0",0,0,0,0,1,0,0
"3384","3",4,1,1,0,0,0,1,"0","0","0","0","0","0","0","0","0","0","0","0","1",2,2,2,3,1,2,2,1,1,4,1,5,"1","0",4,4,"3","0",2,0,0,5,"6",0,0,"6",0,"1",0,0,1,0,0,0,0
"3386","3",3,2,1,0,0,0,2,"0","0","0","0","0","0","0","0","0","0","0","0","1",2,3,3,3,1,1,2,1,1,2,2,1,"3","0",4,4,"3","0",1,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"3387","3",5,3,4,0,0,0,3,"0","0","0","0","1","0","1","0","0","0","0","0","3",4,1,4,1,1,4,4,2,2,4,3,1,"4","0",1,4,"4","0",1,0,0,1,"1",12,4,"6",0,"1",0,0,0,0,1,0,0
"3388","2",2,1,1,0,0,0,1,"0","0","0","0","0","0","0","0","0","0","0","0","1",1,1,1,4,1,1,1,1,1,1,2,2,"2","0",1,4,"2","1",5,0,0,1,"3",1,5,"6",0,"1",0,0,0,0,1,0,0
"3389","2",2,1,2,0,0,0,2,"0","0","0","0","0","1","1","1","0","0","0","0","2",3,2,2,2,2,3,2,2,2,2,3,1,"4","0",1,4,"3","0",1,0,1,1,"1",2,5,"6",0,"1",0,0,0,0,1,0,0
"3390","2",2,1,1,0,0,0,1,"0","0","0","0","0","0","0","0","0","0","0","0","1",2,4,3,3,1,2,3,1,1,2,2,6,"2","0",1,4,"3","0",1,0,0,1,"1",21,5,"6",0,"1",0,0,0,0,1,0,0
"3391","2",2,1,1,0,0,0,1,"0","0","1","1","0","1","1","1","0","0","0","0","1",2,4,1,4,1,1,2,1,1,3,2,2,"2","1",1,4,"3","0",2,0,0,1,"3",1,5,"6",0,"1",0,0,0,0,1,0,0
"3392","1",2,1,1,0,0,0,1,"0","0","0","0","0","0","0","0","0","0","0","0","1",3,3,4,4,3,3,3,2,1,2,2,1,"3","0",4,1,"3","0",1,0,0,5,"6",0,0,"1",15,"1",0,1,0,0,0,0,0
"3393","3",2,2,1,0,0,0,2,"0","1","0","1","0","1","1","0","0","0","0","0","1",2,3,3,3,1,1,2,1,1,2,1,3,"2","0",2,4,"3","0",1,0,0,3,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"3394","3",2,2,2,0,0,0,2,"0","0","0","0","0","0","0","0","0","0","0","0","2",2,4,1,4,1,1,1,1,1,1,2,4,"3","0",4,4,"3","0",2,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"3395","3",4,3,2,0,0,0,2,"0","0","0","1","0","0","0","0","0","0","0","0","3",2,4,3,3,1,1,3,1,1,2,2,1,"3","0",4,4,"4","0",1,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"3396","2",4,2,2,0,0,0,2,"0","0","0","0","0","1","1","1","0","0","0","0","1",1,4,1,4,1,1,1,1,1,3,2,3,"3","1",1,4,"3","0",1,0,0,2,"1",15,5,"6",0,"1",0,0,0,0,1,0,0
"3397","2",5,3,3,0,0,0,3,"0","1","1","0","1","0","1","1","0","0","0","0","2",3,2,4,1,1,3,4,2,2,3,3,1,"3","1",5,4,"4","0",3,1,0,3,"6",0,0,"6",0,"1",0,1,0,0,0,0,0
"3398","2",2,1,1,0,0,0,2,"0","0","0","0","0","0","0","0","0","0","0","0","3",1,4,1,2,1,1,2,1,1,2,2,5,"3","0",1,4,"3","0",1,0,0,1,"1",7,5,"6",0,"1",0,0,0,0,1,0,0
"3399","2",5,3,2,0,0,0,2,"0","0","0","0","0","0","0","0","0","0","0","0","1",3,4,3,3,1,1,1,2,1,1,3,1,"4","0",1,4,"4","0",1,0,0,1,"1",16,5,"6",0,"1",0,1,0,0,0,0,0
"3400","3",2,1,1,0,0,0,1,"0","0","1","1","0","1","1","1","0","0","0","0","1",3,3,3,3,2,1,3,2,2,3,2,1,"3","1",4,4,"4","0",1,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"3401","3",2,2,2,0,0,0,2,"0","0","0","0","0","0","0","0","0","0","0","0","1",3,1,3,1,1,1,3,2,1,1,3,1,"5","0",4,4,"4","0",1,10,0,5,"6",0,0,"6",0,"1",0,0,0,0,0,1,0
"3402","3",6,2,2,0,0,0,2,"0","0","0","0","0","0","1","1","0","0","0","0","2",3,3,1,4,3,1,2,2,2,1,3,1,"4","0",4,4,"4","0",2,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"3403","2",4,1,2,0,0,0,2,"0","0","0","0","0","0","0","0","0","0","0","0","2",1,4,1,4,1,1,1,1,1,1,2,1,"2","1",4,4,"4","0",1,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"3404","3",2,2,2,0,0,0,2,"0","0","0","0","0","0","0","0","0","0","0","0","3",2,4,3,4,1,1,1,1,1,1,3,2,"2","1",2,4,"3","0",1,0,0,1,"1",4,3,"6",0,"1",0,0,0,0,1,0,0
"3405","2",6,1,5,0,0,0,2,"0","0","0","0","0","0","0","0","0","0","0","0","2",3,4,3,3,2,1,2,1,1,1,3,1,"4","0",4,4,"3","0",1,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"3406","2",5,3,2,1,0,0,2,"0","0","0","0","0","0","0","0","0","0","0","0","1",3,3,2,2,2,2,3,1,2,3,3,1,"2","1",4,4,"3","0",1,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"3407","3",4,2,2,0,0,0,2,"0","0","1","0","1","0","1","0","0","0","0","0","2",3,2,3,2,2,3,3,2,3,3,1,1,"4","1",4,4,"4","0",1,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"3408","2",4,3,2,0,0,0,2,"0","1","1","0","0","1","0","0","0","0","0","0","2",1,3,1,4,1,1,2,1,1,1,3,2,"2","0",1,4,"3","0",1,0,0,1,"1",17,5,"6",0,"1",0,0,0,0,1,0,0
"3409","2",2,3,3,0,0,0,2,"0","0","0","0","0","0","0","0","0","0","0","0","1",1,4,1,3,1,1,1,1,2,3,2,1,"3","0",4,4,"3","0",2,0,0,5,"6",0,0,"6",0,"1",0,1,0,0,1,0,0
"3410","2",2,2,2,1,2,1,3,"0","0","1","0","1","1","0","0","0","0","0","0","2",2,4,1,4,1,1,2,2,2,1,4,1,"3","0",1,4,"4","0",1,0,0,1,"1",24,5,"6",0,"1",0,0,0,0,0,1,0
"3411","2",2,2,2,0,1,0,2,"0","0","0","0","0","0","0","0","0","0","0","0","2",1,4,2,4,1,1,2,1,1,2,3,1,"2","0",4,4,"3","0",1,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"3412","2",2,3,1,0,0,0,2,"0","1","1","1","1","0","1","1","0","0","0","0","2",3,3,3,3,2,1,3,1,1,2,2,1,"3","1",1,4,"2","0",2,0,0,3,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"3413","1",3,1,1,1,1,0,2,"1","1","1","1","1","1","1","1","1","1","1","1","3",4,4,4,4,4,4,4,3,1,1,4,1,"3","0",1,4,"3","0",1,2,2,1,"1",2,2,"6",0,"1",0,0,0,0,1,0,0
"3414","2",6,2,2,0,0,0,3,"0","0","0","0","0","1","1","0","0","0","0","0","2",1,4,1,1,1,1,2,1,1,2,3,1,"4","0",1,4,"4","0",2,0,0,1,"1",12,4,"6",0,"1",0,0,0,0,1,0,0
"3415","3",1,3,3,0,0,0,2,"0","0","0","1","0","0","0","0","0","0","0","0","1",1,1,1,1,1,1,1,1,1,1,2,1,"3","1",4,4,"3","0",1,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,0,0,1
"3416","2",5,3,3,0,0,0,2,"0","0","0","0","0","0","0","0","0","0","0","0","2",3,2,3,2,2,3,3,2,2,1,3,1,"5","0",1,4,"3","0",1,0,0,1,"1",7,4,"6",0,"1",0,0,0,0,1,0,0
"3417","2",2,1,1,0,0,0,3,"0","0","0","0","0","0","0","0","0","0","0","0","2",1,3,1,4,1,1,1,1,1,1,1,1,"2","1",1,4,"3","0",1,0,0,3,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"3418","2",5,1,1,0,0,0,1,"0","1","1","1","1","1","0","0","0","0","0","0","2",2,4,4,2,1,1,2,1,1,3,3,4,"2","1",1,4,"4","0",1,12,0,1,"4",25,5,"6",0,"1",0,0,0,0,1,0,0
"3419","3",1,3,2,0,0,0,2,"0","0","0","0","0","0","0","0","0","0","0","0","1",2,4,4,4,1,1,3,1,1,1,3,1,"2","0",4,4,"3","0",2,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"3420","2",2,1,1,0,0,0,1,"0","0","0","0","0","1","1","0","0","0","0","0","1",2,3,3,2,2,2,4,2,2,2,3,2,"3","1",1,4,"2","0",1,0,1,1,"1",7,5,"6",0,"1",0,0,0,0,1,0,0
"3421","2",6,2,4,0,0,0,4,"0","0","0","0","0","0","0","0","0","0","0","0","1",2,4,4,1,1,1,3,1,1,2,2,1,"3","1",1,4,"3","0",1,0,0,1,"1",12,5,"6",0,"1",0,0,1,0,0,0,0
"3422","3",2,1,1,0,0,0,2,"0","0","0","0","0","1","0","0","0","0","0","0","1",2,3,4,3,1,1,2,2,2,2,3,1,"3","1",2,4,"3","0",1,0,0,1,"1",5,5,"6",0,"1",0,0,0,0,1,0,0
"3423","2",5,1,2,0,1,0,2,"1","1","1","1","1","1","1","1","1","1","1","1","3",4,1,4,1,4,4,4,2,2,4,1,2,"4","0",1,4,"4","0",1,0,0,1,"1",10,5,"6",0,"1",0,1,0,0,0,0,0
"3424","3",2,3,2,0,0,0,2,"0","0","1","1","0","0","1","1","0","0","0","0","1",3,3,4,4,2,3,3,2,2,2,3,1,"3","0",4,4,"3","0",2,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"3425","3",6,1,1,0,0,0,1,"0","0","0","0","0","0","0","0","0","0","0","0","2",4,2,4,1,3,3,3,2,2,3,4,1,"3","1",4,4,"3","0",1,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"3426","2",4,2,2,0,0,0,2,"0","0","0","0","1","1","0","0","0","0","0","0","2",1,4,2,4,1,1,1,1,2,2,2,1,"3","1",4,4,"3","0",1,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"3427","3",2,3,2,0,0,0,2,"0","0","1","0","1","1","1","1","0","0","0","0","1",3,2,3,2,1,1,1,2,2,3,2,1,"4","1",4,4,"4","0",1,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"3428","3",2,2,1,0,0,0,2,"0","0","0","0","1","1","0","0","0","0","0","0","1",1,4,2,3,2,2,2,1,2,1,4,6,"3","0",4,4,"3","0",1,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"3429","3",2,2,3,0,0,0,2,"0","0","0","0","0","1","0","0","0","0","0","0","3",4,4,4,2,2,1,4,2,2,3,2,1,"3","1",4,4,"3","0",1,2,1,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"3430","3",2,1,1,0,0,0,1,"0","1","1","1","1","1","0","0","0","0","0","0","2",3,4,1,2,1,1,1,1,3,1,2,6,"2","0",2,4,"3","0",1,4,0,1,"1",1,2,"6",0,"1",0,0,0,0,1,0,0
"3431","3",5,1,1,0,0,0,1,"0","0","0","0","0","0","0","0","0","0","0","0","1",1,1,1,4,1,1,1,1,1,1,3,2,"3","1",4,4,"3","0",1,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"3432","2",2,1,1,0,0,0,1,"0","0","0","0","0","0","0","0","0","0","0","0","3",2,3,2,2,3,2,2,1,1,1,2,6,"3","1",1,4,"3","0",2,0,0,1,"1",0,5,"6",0,"1",0,1,0,0,0,0,0
"3433","3",2,2,1,0,0,0,2,"0","0","0","0","1","1","1","1","0","0","0","0","1",1,4,3,4,1,1,1,1,1,1,1,4,"3","0",2,4,"3","0",1,0,0,1,"1",1,2,"6",0,"1",0,0,0,0,1,0,0
"3434","2",4,2,2,0,0,0,2,"0","0","0","0","0","1","0","0","0","0","0","0","1",1,4,1,4,1,1,1,1,1,1,2,5,"3","0",1,4,"3","0",1,0,0,1,"1",11,5,"6",0,"1",0,0,0,0,1,0,0
"3435","2",2,2,3,0,0,0,3,"0","0","0","0","0","1","0","0","0","0","0","0","2",2,2,2,3,2,1,2,1,1,1,3,1,"3","1",1,4,"3","0",2,0,0,1,"2",13,5,"6",0,"1",0,0,0,0,1,0,0
"3436","3",2,1,1,0,0,0,1,"0","1","0","0","0","0","0","0","0","0","0","0","1",1,1,1,1,1,1,1,1,1,3,2,1,"2","0",4,2,"3","0",1,0,0,5,"6",0,0,"1",0,"1",0,0,1,0,0,0,0
"3437","2",1,1,2,0,0,0,2,"0","0","0","0","0","0","0","0","0","0","0","0","2",4,1,3,1,1,3,4,2,3,3,4,1,"5","1",4,4,"3","0",1,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"3438","2",2,1,1,0,0,0,1,"0","0","0","0","1","1","0","0","0","0","0","0","1",3,2,4,3,4,3,2,2,3,2,2,1,"2","0",1,4,"4","0",1,0,0,1,"1",25,5,"6",0,"1",0,1,0,0,0,0,0
"3439","2",1,3,2,0,1,0,2,"0","0","0","0","0","0","0","0","0","0","0","0","1",2,3,1,4,2,4,1,1,1,1,3,1,"2","1",4,4,"4","0",1,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"3440","2",1,1,1,0,0,0,1,"0","0","0","0","0","0","0","0","0","0","0","0","1",2,3,2,3,2,2,2,1,1,2,2,1,"2","1",4,4,"3","0",1,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"3441","1",2,3,1,0,0,0,2,"1","0","0","0","0","0","1","0","0","0","0","0","1",3,3,3,3,3,3,3,2,2,4,3,6,"2","0",4,4,"3","0",2,6,1,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"3442","2",1,1,1,0,0,0,1,"0","0","0","0","0","0","0","0","0","0","0","0","2",4,4,3,4,2,1,3,2,2,3,3,3,"1","0",4,4,"2","1",5,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"3443","3",4,3,2,0,0,0,2,"0","0","0","0","0","0","0","0","0","0","0","0","2",4,3,3,3,2,1,1,1,2,3,3,1,"3","0",4,4,"3","0",1,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"3444","3",5,3,3,0,0,0,2,"0","0","0","0","1","1","0","0","0","0","0","0","2",1,4,1,3,1,1,1,1,1,1,2,1,"4","0",4,4,"4","0",1,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"3445","2",2,1,1,0,0,0,1,"0","0","0","0","0","0","0","0","0","0","0","0","1",1,4,1,4,1,1,1,1,1,1,2,1,"1","1",5,4,"2","0",1,0,0,3,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"3446","2",6,3,3,0,0,1,1,"0","0","0","0","0","0","1","1","0","0","1","0","1",3,3,3,3,3,2,3,2,2,3,2,1,"4","1",1,4,"4","0",1,10,0,1,"1",15,5,"6",0,"0",0,0,0,0,1,0,0
"3447","2",2,1,2,0,0,0,1,"0","0","0","0","1","1","1","1","0","0","0","0","3",1,4,1,4,1,1,1,1,1,3,2,2,"2","1",2,4,"3","0",1,0,0,1,"1",2,4,"6",0,"1",0,0,0,0,1,0,0
"3448","3",6,3,3,0,0,0,2,"0","0","0","0","1","1","0","0","0","0","0","0","2",2,3,2,2,2,1,2,2,1,1,3,1,"2","1",4,4,"2","0",1,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
"3449","3",5,1,1,0,0,0,1,"0","0","0","0","0","1","0","0","0","0","0","0","1",3,4,1,4,1,1,3,1,1,2,2,2,"3","1",4,4,"3","0",1,0,0,5,"6",0,0,"6",0,"1",0,0,0,0,1,0,0
